0,1
0,2
0,3
0,4
0,19
0,58
0,59
0,64
0,76
0,82
0,85
0,92
1,0
1,2
1,3
1,4
1,12
1,15
1,18
1,26
1,61
1,68
1,79
1,82
1,85
1,98
2,0
2,1
2,3
2,4
2,10
2,26
2,32
2,43
2,46
2,54
2,74
2,77
2,85
2,89
3,0
3,1
3,2
3,4
3,11
3,13
3,19
3,21
3,30
3,37
3,47
3,49
3,63
3,75
3,82
3,84
3,92
3,96
4,0
4,1
4,2
4,3
4,10
4,15
4,37
4,38
4,40
4,42
4,46
4,66
4,67
4,90
5,6
5,7
5,8
5,9
5,11
5,12
5,15
5,27
5,28
5,34
5,36
5,38
5,46
5,49
5,57
5,59
5,78
5,86
6,5
6,7
6,8
6,9
6,44
6,63
6,66
6,77
7,5
7,6
7,8
7,9
7,10
7,18
7,25
7,45
7,55
7,61
7,71
7,90
7,98
8,5
8,6
8,7
8,9
8,17
8,25
8,32
8,37
8,77
9,5
9,6
9,7
9,8
9,25
9,33
9,35
9,38
9,89
9,95
10,2
10,4
10,7
10,11
10,12
10,14
10,17
10,24
10,26
10,31
10,33
10,34
10,47
10,58
10,64
10,81
10,89
11,3
11,5
11,10
11,12
11,13
11,14
11,16
11,18
11,35
11,42
11,44
11,50
11,64
12,1
12,5
12,10
12,11
12,14
12,17
12,18
12,46
12,49
12,51
12,53
12,55
12,59
12,61
12,63
12,75
12,82
13,3
13,11
13,14
13,18
13,22
13,42
13,44
13,47
13,93
14,10
14,11
14,12
14,13
14,20
14,27
14,28
14,34
14,36
14,38
14,50
14,55
14,66
14,99
15,1
15,4
15,5
15,16
15,17
15,18
15,19
15,21
15,23
15,29
15,36
15,41
15,51
15,60
15,77
16,11
16,15
16,17
16,18
16,19
16,21
16,22
16,29
16,33
16,42
16,43
16,50
16,61
16,78
16,85
17,8
17,10
17,12
17,15
17,16
17,18
17,19
17,24
17,27
17,31
17,32
17,33
17,39
17,40
17,45
17,49
17,53
17,59
17,77
17,89
17,92
17,95
18,1
18,7
18,11
18,12
18,13
18,15
18,16
18,17
18,19
18,20
18,42
18,46
18,61
18,74
18,82
18,85
18,93
19,0
19,3
19,15
19,16
19,17
19,18
19,27
19,34
19,48
19,52
19,64
19,81
19,89
20,14
20,18
20,22
20,23
20,24
20,39
20,46
20,63
20,77
20,90
20,94
21,3
21,15
21,16
21,22
21,23
21,48
21,78
21,79
21,88
22,13
22,16
22,20
22,21
22,23
22,24
22,35
22,43
22,44
22,67
22,80
22,87
22,90
22,93
22,97
22,99
23,15
23,20
23,21
23,22
23,24
23,41
23,44
23,47
23,59
23,78
24,10
24,17
24,20
24,22
24,23
24,59
24,61
24,64
24,71
24,75
24,79
24,80
24,86
24,94
25,7
25,8
25,9
25,26
25,27
25,28
25,54
25,57
25,58
25,61
25,64
25,67
25,76
26,1
26,2
26,10
26,25
26,27
26,28
26,29
26,38
26,46
26,47
26,72
26,76
26,78
26,85
26,92
27,5
27,14
27,17
27,19
27,25
27,26
27,28
27,32
27,33
27,42
27,44
27,53
27,62
27,64
27,65
27,76
28,5
28,14
28,25
28,26
28,27
28,29
28,32
28,41
28,50
28,60
28,77
28,83
28,89
29,15
29,16
29,26
29,28
29,32
29,45
29,48
29,57
29,63
29,70
29,79
29,90
30,3
30,31
30,32
30,33
30,34
30,36
30,41
30,49
30,54
30,55
30,69
30,85
30,88
30,97
31,10
31,17
31,30
31,32
31,34
31,43
31,53
31,63
31,69
31,70
31,74
32,2
32,8
32,17
32,27
32,28
32,29
32,30
32,31
32,33
32,34
32,50
32,78
32,83
32,91
33,9
33,10
33,16
33,17
33,27
33,30
33,32
33,34
33,35
33,46
33,55
33,57
33,81
33,91
33,92
33,93
33,97
34,5
34,10
34,14
34,19
34,30
34,31
34,32
34,33
34,39
34,42
34,56
34,58
34,60
34,61
34,80
34,82
34,86
34,94
34,96
35,9
35,11
35,22
35,33
35,36
35,37
35,38
35,39
35,46
35,51
35,56
35,66
35,69
35,71
35,91
35,92
35,96
35,98
36,5
36,14
36,15
36,30
36,35
36,37
36,38
36,39
36,47
36,57
36,76
36,92
36,93
37,3
37,4
37,8
37,35
37,36
37,38
37,39
37,41
37,48
37,64
37,71
37,82
37,94
38,4
38,5
38,9
38,14
38,26
38,35
38,36
38,37
38,39
38,42
38,60
38,82
38,83
39,17
39,20
39,34
39,35
39,36
39,37
39,38
39,46
39,57
39,71
39,91
39,93
40,4
40,17
40,41
40,42
40,43
40,44
40,50
40,65
40,67
40,74
40,78
40,79
40,86
41,15
41,23
41,28
41,30
41,37
41,40
41,42
41,43
41,45
41,52
41,53
41,76
42,4
42,11
42,13
42,16
42,18
42,27
42,34
42,38
42,40
42,41
42,43
42,44
42,46
42,54
42,59
42,78
42,83
42,87
42,96
43,2
43,16
43,22
43,31
43,40
43,41
43,42
43,44
43,54
43,80
43,84
43,89
43,91
43,93
44,6
44,11
44,13
44,22
44,23
44,27
44,40
44,42
44,43
44,46
44,66
44,71
44,80
44,87
44,88
45,7
45,17
45,29
45,41
45,46
45,47
45,48
45,49
45,51
45,63
45,78
46,2
46,4
46,5
46,12
46,18
46,20
46,26
46,33
46,35
46,39
46,42
46,44
46,45
46,47
46,48
46,49
46,79
46,81
47,3
47,10
47,13
47,23
47,26
47,36
47,45
47,46
47,48
47,49
47,51
47,58
47,73
47,87
48,19
48,21
48,29
48,37
48,45
48,46
48,47
48,49
48,55
48,58
48,62
48,65
48,69
48,71
48,75
48,85
48,91
48,98
49,3
49,5
49,12
49,17
49,30
49,45
49,46
49,47
49,48
49,58
49,66
49,68
49,71
49,96
49,98
50,11
50,14
50,16
50,28
50,32
50,40
50,51
50,52
50,53
50,54
50,57
50,59
50,66
50,67
50,91
50,92
50,93
50,94
51,12
51,15
51,35
51,45
51,47
51,50
51,52
51,53
51,54
51,61
51,76
51,79
51,91
51,94
51,95
51,98
52,19
52,41
52,50
52,51
52,53
52,54
52,66
52,71
52,74
52,80
53,12
53,17
53,27
53,31
53,41
53,50
53,51
53,52
53,54
53,62
53,69
53,93
53,94
54,2
54,25
54,30
54,42
54,43
54,50
54,51
54,52
54,53
54,59
54,94
55,7
55,12
55,14
55,30
55,33
55,48
55,56
55,57
55,58
55,59
55,62
55,70
55,71
55,72
55,85
56,34
56,35
56,55
56,57
56,58
56,59
56,62
56,73
56,75
56,76
57,5
57,25
57,29
57,33
57,36
57,39
57,50
57,55
57,56
57,58
57,59
57,67
57,76
58,0
58,10
58,25
58,34
58,47
58,48
58,49
58,55
58,56
58,57
58,59
58,66
58,71
58,74
58,76
58,77
58,90
58,92
58,95
59,0
59,5
59,12
59,17
59,23
59,24
59,42
59,50
59,54
59,55
59,56
59,57
59,58
59,68
59,75
59,77
59,91
59,95
60,15
60,28
60,34
60,38
60,62
60,63
60,64
60,76
61,1
61,7
61,12
61,16
61,18
61,24
61,25
61,34
61,51
61,62
61,63
61,64
61,65
61,74
61,82
61,88
61,90
62,27
62,48
62,53
62,55
